TIME_PERIOD,Reference area,REF_AREA,Trade union density,Combined corporate income tax rate,Education spending,Health spending,Housing spending,Community development spending,IRLT,UNEMP,"Population, total",GDP per capita (current US$),"Inflation, consumer prices (annual %)",Gini index,Region
2014,Austria,AUT,27.700001,25.0,0.0499064135468824,0.0818224380129289,0.0011319743641007,0.0004080717902697,1.48729166666667,6.03333333333333,8546356.0,51314.9722616322,1.60581182954474,30.5,Europe and Central Asia
2015,Austria,AUT,27.4,25.0,0.0496588347980729,0.0830437208408214,0.0011189372046372,0.0004046380015828,0.747041666666667,6.15,8642699.0,43915.228020857,0.89656333526032,30.5,Europe and Central Asia
2016,Austria,AUT,26.9,25.0,0.0492606257113437,0.0826401822385995,0.0011183819857754,0.0003684640853655,0.375383333333333,6.45,8736668.0,45061.4993920192,0.891591752655362,30.8,Europe and Central Asia
2017,Austria,AUT,26.700001,25.0,0.0487182094111449,0.0828521434722994,0.0010650025274105,0.0003688861426971,0.583283333333333,5.925,8797566.0,47163.7425775142,2.08126911385587,29.7,Europe and Central Asia
2018,Austria,AUT,26.299999,25.0,0.0480505768485229,0.0834375956994463,0.0010252213399772,0.000391066231159,0.686158333333333,5.20833333333333,8840521.0,51194.0749841299,1.9983798142954,30.8,Europe and Central Asia
2019,Austria,AUT,26.299999,25.0,0.0483529761191593,0.0839636127529469,0.0009409492791846,0.0003721442521693,0.0629333333333334,4.84166666666667,8879920.0,49885.9947355204,1.53089564152644,30.2,Europe and Central Asia
2004,Greece,GRC,24.1,35.0,0.0421057758071236,0.0577697172973523,0.0019692417148918,0.0,4.255833333333333,10.6083333333333,10955141.0,21449.2552764245,2.8988481075817,33.6,Europe and Central Asia
2007,Greece,GRC,22.6,25.0,0.0364484435936699,0.0610119992140538,0.0038729469799184,0.0,4.5,8.41666666666666,11048473.0,28440.7625328955,2.89500321516578,34.0,Europe and Central Asia
2010,Greece,GRC,22.200001,24.0,0.0415044478590409,0.0693544690679039,0.0006485069977975,0.0,9.09166666666667,12.9583333333333,11121341.0,26653.0488008626,4.71298907760388,34.1,Europe and Central Asia
2013,Greece,GRC,23.1,26.0,0.0453979174909641,0.0545100644224301,0.001280079790742,1.1228770094228071e-05,10.0541666666667,27.825,10965211.0,21573.3449762805,-0.921269454256994,36.1,Europe and Central Asia
2016,Greece,GRC,19.0,29.0,0.0401666546430402,0.0533453529482136,6.878833391130061e-05,5.732361159275049e-06,8.36,23.875,10775971.0,17919.2426377048,-0.825653978390973,35.0,Europe and Central Asia
2003,Iceland,ISL,86.5,18.0,0.0772103228559984,0.0854909671048031,0.0088953585374737,0.0025876421591914,4.40614166666667,3.591666666666667,289521.0,39476.6978486684,2.05566329753742,26.8,Europe and Central Asia
2004,Iceland,ISL,84.099998,18.0,0.0762463383721189,0.0812570500775809,0.0079372352663965,0.0026332487945849,3.825,3.35,292074.0,47334.9306537723,3.15819324298464,28.0,Europe and Central Asia
2005,Iceland,ISL,84.099998,18.0,0.0779729319535985,0.0784286200791126,0.0072663922222519,0.0021509519632788,3.70416666666667,2.9,296734.0,56794.8501588953,3.98704782806593,29.0,Europe and Central Asia
2006,Iceland,ISL,85.199997,18.0,0.076618201695483,0.075855529137329,0.0061078012018796,0.0048969824378314,4.381775,3.208333333333334,303782.0,57492.9342498703,6.68707906136661,30.2,Europe and Central Asia
2007,Iceland,ISL,84.900002,18.0,0.0743364630136393,0.0747409184706121,0.0057140292586751,0.0022033434908497,4.96211657,2.4916666666666667,311566.0,69495.7267376825,5.05155736492146,29.5,Europe and Central Asia
2008,Iceland,ISL,84.699997,15.0,0.0751605361086344,0.0740947064097819,0.0063181865180346,0.002674906869915,4.300186665,3.3916666666666666,317414.0,56943.3704468563,12.6943942775878,31.8,Europe and Central Asia
2009,Iceland,ISL,84.900002,15.0,0.075665955577208,0.0771355903455612,0.0089937934077923,0.0021163490791646,4.29942858583333,8.208333333333332,318499.0,41301.273219718,12.0031298461743,28.7,Europe and Central Asia
2010,Iceland,ISL,85.199997,18.0,0.0717998535246621,0.0722990483514796,0.0096698867912713,0.0016045467269002,3.49333333333333,8.591666666666667,318041.0,43237.0729488958,5.39673113167477,26.2,Europe and Central Asia
2011,Iceland,ISL,85.0,20.0,0.071250658502431,0.0709038783361896,0.0133979625153909,0.0020680521642989,2.94666666666667,7.925,319014.0,47714.5922308485,4.0010266434312,26.8,Europe and Central Asia
2012,Iceland,ISL,85.300003,20.0,0.069657258673673,0.0715804146497341,0.0106586922893803,0.0024710055592747,2.27666666666667,6.841666666666667,320716.0,45995.5478789467,5.18589988750698,26.8,Europe and Central Asia
2013,Iceland,ISL,88.900002,20.0,0.0682082489101156,0.0713604421317617,0.0071426340810398,0.001904818487475,2.55166666666667,6.1,323764.0,49804.9829978371,3.87227923748249,25.4,Europe and Central Asia
2014,Iceland,ISL,90.400002,20.0,0.0694657332534019,0.0729309891816119,0.0069705624784124,0.0024595328534562,3.20166666666667,5.508333333333334,327386.0,54576.7448146565,2.04461481539333,27.8,Europe and Central Asia
2015,Iceland,ISL,91.599998,20.0,0.0680228749311386,0.0719775014761712,0.0059497644446107,0.002937233701927,2.66083333333333,4.591666666666667,330815.0,52951.6815110898,1.63305558181326,26.8,Europe and Central Asia
2016,Iceland,ISL,90.400002,20.0,0.06699413114997,0.0735771244329681,0.0047008130199566,0.0028129521483981,2.77583333333333,3.441666666666667,335439.0,61987.9263620283,1.69692761997751,27.2,Europe and Central Asia
2017,Iceland,ISL,91.0,20.0,0.0699489135413116,0.0755476293928899,0.0041272019469201,0.0032574156831149,2.21583333333333,3.2833333333333337,343400.0,72010.1490316258,1.76041559180596,26.1,Europe and Central Asia
2000,United Kingdom,GBR,29.799999,30.0,0.0465932446644519,0.049401193957839,0.0114089405291646,0.0024536625821541,5.328975,5.45,58892514.0,28280.926786099,1.18295624210408,38.8,Europe and Central Asia
2001,United Kingdom,GBR,29.299999,30.0,0.0492129231521636,0.0521630285257822,0.0106067675012446,0.0033916177424595,4.9295,5.075,59119673.0,27906.5695029641,1.53234960272418,37.1,Europe and Central Asia
2002,United Kingdom,GBR,28.799999,30.0,0.0553395466871336,0.0555065657630669,0.010952758497135,0.0032908633001736,4.89424166666667,5.175,59370479.0,30077.741432188,1.52040245947455,35.1,Europe and Central Asia
2003,United Kingdom,GBR,29.299999,30.0,0.0562165339604895,0.0580968822887879,0.0102934368335255,0.0039705072900164,4.52659166666667,5.025,59647577.0,34442.6875402308,1.37650038542013,34.9,Europe and Central Asia
2004,United Kingdom,GBR,28.799999,30.0,0.0556635689267476,0.0617765810806834,0.0101361831707685,0.0044624610677216,4.88226666666667,4.75,59987905.0,40366.8886650968,1.39039756680422,34.8,Europe and Central Asia
2005,United Kingdom,GBR,28.6,30.0,0.0551880529830019,0.0630708349633447,0.0101819863018358,0.0053705294972188,4.41389166666667,4.8,60401206.0,42104.7884375024,2.0891364902507,35.5,Europe and Central Asia
2006,United Kingdom,GBR,28.299999,30.0,0.0562838952222902,0.0648885037544028,0.0102615357553734,0.0059354543458919,4.501675,5.425,60846820.0,44512.4590296865,2.4556616643929,35.9,Europe and Central Asia
2007,United Kingdom,GBR,28.0,30.0,0.0567317548946729,0.0652280837903396,0.010347354142387,0.0060011028373035,5.011275,5.325,61322463.0,50397.6854954706,2.38656150773327,34.4,Europe and Central Asia
2008,United Kingdom,GBR,27.5,28.0,0.0577922400745447,0.0685747865385245,0.0108333779308394,0.0052343859885959,4.590725,5.7,61806995.0,47396.1202078484,3.52140856342539,35.4,Europe and Central Asia
2009,United Kingdom,GBR,27.4,28.0,0.0621255088919594,0.0769875178626215,0.0128379246002278,0.0056538777773181,3.64751666666667,7.625,62276270.0,38744.131693043,1.96173173560109,35.1,Europe and Central Asia
2010,United Kingdom,GBR,26.6,28.0,0.0625164355790576,0.0758663220919671,0.0135780418798758,0.005000146094036,3.624425,7.875,62766365.0,39598.957119545,2.49265472467065,33.7,Europe and Central Asia
2011,United Kingdom,GBR,26.0,26.0,0.0581003133664945,0.0737301439320578,0.0137851183996054,0.004093011506144,3.13599166666667,8.125,63258810.0,42109.6418795749,3.8561124468282,33.2,Europe and Central Asia
2012,United Kingdom,GBR,26.1,24.0,0.0557887396679143,0.0732910664842169,0.0139702342571547,0.0032619192806271,1.91804166666667,7.975,63700215.0,42497.3404974322,2.5732347965453,33.1,Europe and Central Asia
2013,United Kingdom,GBR,25.6,23.0,0.0530145209196788,0.0734399147618029,0.0137114262634019,0.0029943397211458,2.38978333333333,7.6,64128273.0,43426.2981405143,2.29166666666659,32.7,Europe and Central Asia
2014,United Kingdom,GBR,25.0,21.0,0.0531910095709347,0.0747027941803389,0.0131902364223839,0.0031231980001224,2.56908333333333,6.175,64602298.0,47439.6165895125,1.45112016293279,33.1,Europe and Central Asia
2015,United Kingdom,GBR,24.700001,20.0,0.0520049821258148,0.075413877004943,0.0127219532354336,0.0031266126814617,1.90103333333333,5.35,65116219.0,44964.3911437292,0.36804684232536,33.3,Europe and Central Asia
2016,United Kingdom,GBR,23.6,20.0,0.0508142766406664,0.075677643355116,0.0119599627443645,0.003096435358711,1.30520833333333,4.9,65611593.0,40985.2351382417,1.0084173681141,33.1,Europe and Central Asia
2017,United Kingdom,GBR,23.299999,19.0,0.0503997156608149,0.0741270026445207,0.0109185857953555,0.0032034958807589,1.23580833333333,4.425,66058859.0,40572.1214823783,2.55775577557747,32.6,Europe and Central Asia
2018,United Kingdom,GBR,23.4,19.0,0.0494275483333556,0.0752216324371908,0.0100192357741609,0.0032799603640403,1.46065833333333,4.1,66460344.0,43203.8141057739,2.29283990345938,33.7,Europe and Central Asia
2019,United Kingdom,GBR,23.5,19.0,0.0490250102846071,0.076439139969587,0.0085097011040229,0.0036290450736619,0.935825,3.825,66836327.0,42662.5353740311,1.73810460086513,32.8,Europe and Central Asia
2000,France,FRA,10.8,37.766667,0.0561947932338489,0.0700622924481438,0.0094223528967049,0.0070375827959399,5.394166666666667,9.55833333333334,60918661.0,22340.5939516217,1.67595988720927,32.6,Europe and Central Asia
2001,France,FRA,10.8,36.433333,0.0564764678551854,0.0705777751867614,0.0092923798498492,0.0067186429073323,4.939166666666666,8.74166666666667,61364377.0,22331.7948343036,1.63478079549601,32.5,Europe and Central Asia
2002,France,FRA,10.8,35.433333,0.0581576582444336,0.0732996082442562,0.0095062478680002,0.0074629494559567,4.86,8.63333333333333,61812142.0,24144.5727019529,1.9234122872706,31.8,Europe and Central Asia
2003,France,FRA,10.8,35.433333,0.0579173140962726,0.0757689885699013,0.0092214029255027,0.0075965621426401,4.13,8.508333333333333,62249855.0,29479.5222101175,2.09847219146923,31.4,Europe and Central Asia
2004,France,FRA,10.5,35.433333,0.0557511766499253,0.0761626163244221,0.0091851478535235,0.0076451513073136,4.098333333333334,8.875,62707588.0,33644.9282220364,2.14208964640241,30.6,Europe and Central Asia
2005,France,FRA,10.5,34.933333,0.0552930547793892,0.0769201651010898,0.0090042965352183,0.0074634755914948,3.41,8.891666666666666,63180854.0,34696.3718316971,1.74586936380482,29.8,Europe and Central Asia
2008,France,FRA,10.6,34.433333,0.0539371940608835,0.07457991074069,0.0087396998100049,0.0071949759590416,4.234166666666666,7.441666666666667,64375116.0,45464.8181385158,2.81286194914787,33.0,Europe and Central Asia
2010,France,FRA,10.8,34.433333,0.0564056933529217,0.0797550152296392,0.0090677950944833,0.0073018294752538,3.1183333333333336,9.283333333333331,65026211.0,40694.8211697025,1.53112270420926,33.7,Europe and Central Asia
2013,France,FRA,11.0,38.0,0.0548470279862512,0.0804781508201546,0.0092970416844487,0.006982331564869,2.204166666666667,10.3,65997932.0,42669.1795111893,0.863715497861805,32.5,Europe and Central Asia
2016,France,FRA,10.8,34.433333,0.0541365537136714,0.0813358895738529,0.0094111566026497,0.0058351500874265,0.4666666666666666,10.058333333333334,66724104.0,37024.2157133669,0.18333486112386,31.9,Europe and Central Asia
2006,Latvia,LVA,18.0,15.0,0.0841074354104183,0.0635580082204207,0.0011884490037643,0.0060540168575299,4.13333333333333,7.03333333333333,2218357.0,9211.7374468148,6.53619908765877,35.6,Europe and Central Asia
2007,Latvia,LVA,16.700001,15.0,0.082608454183341,0.0602487137877107,0.0014964268994619,0.0052527098062458,5.2825,6.075,2200325.0,13370.9789452508,10.0929775849168,37.5,Europe and Central Asia
2008,Latvia,LVA,15.2,15.0,0.0940365133627168,0.0642913884283651,0.0019417802778733,0.0052282449213779,6.43166666666667,7.75,2177322.0,15677.6080864506,15.4023191064986,37.2,Europe and Central Asia
2009,Latvia,LVA,15.2,15.0,0.0969807318258115,0.0659929696870295,0.0013065551667042,0.0042407223678297,12.3575,17.55,2141669.0,11996.0322729773,3.53410672858944,35.9,Europe and Central Asia
2010,Latvia,LVA,15.1,15.0,0.0895901513660175,0.0590287396976216,0.0018747952488773,0.0039849439715854,10.3375,19.475,2097555.0,11188.4191700977,-1.08463595015162,35.0,Europe and Central Asia
2011,Latvia,LVA,13.7,15.0,0.0894362439167255,0.0630784743134533,0.0022821879690671,0.0050823725495344,5.9075,16.2083333333333,2059709.0,12902.574053337,4.3707355993922,35.8,Europe and Central Asia
2012,Latvia,LVA,13.2,15.0,0.0845497189491479,0.0575124208828922,0.0023575196797433,0.0045585906850872,4.565,15.0416666666667,2034319.0,13329.3499931271,2.25778924374595,35.2,Europe and Central Asia
2013,Latvia,LVA,12.9,15.0,0.0847592178065456,0.0541110445829522,0.0020579419894317,0.0048448464278908,3.34,11.8583333333333,2012647.0,14484.4715282132,-0.0294547782579216,35.5,Europe and Central Asia
2014,Latvia,LVA,12.8,15.0,0.0611824968336584,0.0394150985245822,0.0012711433994112,0.0031267407194355,2.50833333333333,10.8416666666667,1993782.0,15185.814581236,0.620490636732421,35.1,Europe and Central Asia
2015,Latvia,LVA,12.7,15.0,0.0607637305904167,0.0385478378503472,0.0011013186637968,0.0030567383792876,0.963333333333334,9.875,1977527.0,13321.9753140616,0.174242243625186,34.2,Europe and Central Asia
2016,Latvia,LVA,12.4,15.0,0.0574071357318319,0.0381808048224338,0.0011319210974663,0.0025291680922831,0.534166666666667,9.63333333333333,1959537.0,13838.5266823272,0.140633334505327,34.3,Europe and Central Asia
2017,Latvia,LVA,12.3,15.0,0.0598240512942095,0.0363994826792569,0.0011650017634536,0.0034880867711455,0.834166666666666,8.70833333333334,1942248.0,15132.4958333982,2.93036312374665,35.6,Europe and Central Asia
2018,Latvia,LVA,11.6,20.0,0.060329743683569,0.0416126723825565,0.0009611613044983,0.0036617191012835,0.9025,7.4,1927174.0,17252.1710428626,2.53445424186598,35.1,Europe and Central Asia
2002,Czechia,CZE,22.4,31.0,0.0471913192353826,0.0725254040090766,0.0039471846305069,0.0015969920767362,4.876591212844031,7.29166666666667,10196916.0,8101.26018588111,1.90298097019032,26.6,Europe and Central Asia
2004,Czechia,CZE,20.6,28.0,0.0459062541682907,0.0715558247451498,0.0008287531705326,0.0018430770978902,4.820178636817549,8.29166666666667,10197101.0,11782.5546676117,2.76010781671157,27.5,Europe and Central Asia
2005,Czechia,CZE,19.1,26.0,0.0454250308817752,0.0688500302385552,0.0007523197643694,0.0022378015949858,3.5443901623917267,7.94166666666667,10211216.0,13442.4916284309,1.8570978910922,26.9,Europe and Central Asia
2006,Czechia,CZE,18.1,24.0,0.0467663843195183,0.0695398461858877,0.0006515120440401,0.0020196873365243,3.7982323134467184,7.13333333333333,10238905.0,15259.0788162004,2.53399258343635,26.7,Europe and Central Asia
2007,Czechia,CZE,17.4,24.0,0.0412290788596559,0.0676739786724832,0.000548147999807,0.0007872172788146,4.302214655339868,5.325,10298828.0,18452.6532812196,2.85312437211175,26.0,Europe and Central Asia
2008,Czechia,CZE,16.9,21.0,0.0409180690583039,0.069318665035803,0.0005277945218677,0.0010067971522253,4.633776640016089,4.40833333333333,10384603.0,22774.7045076205,6.35866380152373,26.3,Europe and Central Asia
2009,Czechia,CZE,16.700001,20.0,0.0439715575065802,0.0780447623308042,0.0007205668222445,0.0020382688654557,4.837805164334827,6.68333333333333,10443936.0,19817.4215836554,1.01937735329232,26.2,Europe and Central Asia
2010,Czechia,CZE,16.1,19.0,0.0432308641412046,0.0767874251912741,0.0010570420872849,0.0015524608277013,3.8854240205895247,7.29166666666667,10474410.0,20160.4355077059,1.47272727272722,26.6,Europe and Central Asia
2011,Czechia,CZE,15.4,19.0,0.0436721602889126,0.0759677732455427,0.0013473801416482,0.0021912630284798,3.707122499151676,6.71666666666667,10496088.0,22049.1080788682,1.9172191363555,26.4,Europe and Central Asia
2012,Czechia,CZE,14.8,19.0,0.0430586156809974,0.0765863131819116,0.0018094467104346,0.001154821330492,2.78184081858158,6.975,10510785.0,20014.0354015165,3.28762306610411,26.1,Europe and Central Asia
2013,Czechia,CZE,13.6,19.0,0.0426468052015213,0.0753790287432677,0.0024619747945016,0.0020611603087638,2.111804505711107,6.96666666666667,10514272.0,20260.4954999375,1.4382978723404,26.5,Europe and Central Asia
2014,Czechia,CZE,12.9,19.0,0.0427835507199534,0.0750609126423511,0.002772047726914,0.0021322565532912,1.575471165343788,6.11666666666667,10525347.0,20038.4163180257,0.343988589646794,25.9,Europe and Central Asia
2015,Czechia,CZE,11.9,19.0,0.0416104430681112,0.0750139784208865,0.0026550938311578,0.001614209341605,0.5739476892146904,5.05833333333333,10546059.0,17931.5987670768,0.309364548494975,25.9,Europe and Central Asia
2016,Czechia,CZE,11.9,19.0,0.0371569038391255,0.0735564305816813,0.0025248656316396,0.0008901452190054,0.4271085168794761,3.96666666666667,10566332.0,18753.9686718096,0.683504209385703,25.4,Europe and Central Asia
2017,Czechia,CZE,11.7,19.0,0.0380888004349586,0.0729735271493842,0.0021433216252869,0.0009929828951311,0.9803624893823638,2.90833333333333,10594438.0,20913.197632212,2.4505339846014,24.9,Europe and Central Asia
2018,Czechia,CZE,11.4,19.0,0.043325389858199,0.0740364876338007,0.0017624908848485,0.0027197986476064,1.981123419484392,2.26666666666667,10629928.0,23705.9329811299,2.14949494949493,25.0,Europe and Central Asia
2003,Finland,FIN,74.5,29.0,0.0628880657025741,0.0641536048090508,0.0028342802905467,0.0026497225041855,4.135,9.00833333333333,5213014.0,32920.0857192568,0.877440386254785,27.7,Europe and Central Asia
2004,Finland,FIN,73.5,29.0,0.062183052897486,0.0647847751998527,0.0027466124063725,0.0026332201510636,4.10916666666667,8.825,5228172.0,37768.1334202029,0.187120559084418,27.9,Europe and Central Asia
2005,Finland,FIN,72.699997,26.0,0.0610204899614959,0.0665893384183721,0.0026538568982059,0.0024473783294668,3.35083333333333,8.4,5246096.0,39049.8703780223,0.623874450025191,27.6,Europe and Central Asia
2006,Finland,FIN,71.900002,26.0,0.0596837921798435,0.0667009909696225,0.0025396127524426,0.0023949878804357,3.7825,7.71666666666667,5266268.0,41214.0187765069,1.56666380704386,28.0,Europe and Central Asia
2007,Finland,FIN,71.099998,26.0,0.0576769896129032,0.064648052218819,0.0023040858766485,0.0024003122009633,4.29333333333333,6.86666666666667,5288720.0,48473.0240091455,2.5106656524034,28.3,Europe and Central Asia
2008,Finland,FIN,69.900002,26.0,0.0582127431751375,0.066995104322713,0.0022033121753589,0.0024452646805969,4.29,6.36666666666667,5313399.0,53769.4726240385,4.06595355358379,27.8,Europe and Central Asia
2009,Finland,FIN,72.5,26.0,0.0648086499573554,0.0740693867444355,0.0026522133876248,0.0026357058354197,3.73833333333333,8.36666666666667,5338871.0,47478.3495310999,-9.17360384430342e-07,27.5,Europe and Central Asia
2010,Finland,FIN,71.400002,26.0,0.0653850446725182,0.0732831243655243,0.0028169463238851,0.0026149765874556,3.01083333333333,8.54166666666666,5363352.0,46506.2919016566,1.18413523154646,27.7,Europe and Central Asia
2011,Finland,FIN,69.599998,26.0,0.0643494978624374,0.0737547747337536,0.0027927449343553,0.0025195416255597,3.00583333333333,7.96666666666667,5388272.0,51060.3242589767,3.41680754255211,27.6,Europe and Central Asia
2012,Finland,FIN,69.199997,24.5,0.0642186267953567,0.0773637824511672,0.0030242841030452,0.0025601612951521,1.88333333333333,7.80833333333334,5413971.0,47551.6740841369,2.80833622561574,27.1,Europe and Central Asia
2013,Finland,FIN,67.5,24.5,0.0638977478783476,0.0786006673317058,0.0032924318294618,0.0025356639164213,1.86083333333333,8.3,5438972.0,49691.0145200739,1.4782861568881,27.2,Europe and Central Asia
2014,Finland,FIN,67.800003,20.0,0.0637196084622661,0.078516431468751,0.0036044788807655,0.0024871875834931,1.44833333333333,8.75,5461512.0,50073.7760815871,1.04119621178439,26.8,Europe and Central Asia
2015,Finland,FIN,67.5,20.0,0.0636275405343685,0.0729666209941386,0.0043674354875542,0.0023978077186572,0.723333333333334,9.45833333333334,5479531.0,42560.3456767103,-0.207928839905268,27.1,Europe and Central Asia
2016,Finland,FIN,65.699997,20.0,0.0624336514971019,0.07220107826458,0.0050065595201121,0.0022946731133847,0.365,8.91666666666667,5495303.0,43451.2562442158,0.356684500891695,27.1,Europe and Central Asia
2017,Finland,FIN,62.900002,20.0,0.0581114878997451,0.0706300677329496,0.0056206776855091,0.0021094229793597,0.546666666666667,8.76666666666667,5508214.0,46085.0174739036,0.754015047084346,27.4,Europe and Central Asia
2018,Finland,FIN,60.0,20.0,0.0575623638990093,0.0714775446842445,0.0064207326275844,0.002052564627757,0.661666666666667,7.43333333333334,5515525.0,49654.2497035329,1.08382098409305,27.3,Europe and Central Asia
2019,Finland,FIN,58.799999,20.0,0.0585238849898111,0.0720909952288704,0.0062511005458706,0.002008234179391,0.07,6.74166666666667,5521606.0,48358.1807773701,1.02409392963431,27.7,Europe and Central Asia
