TIME_PERIOD,REF_AREA,FREQ,MEASURE,UNIT_MEASURE,ACTIVITY,ADJUSTMENT,TRANSFORMATION,OBS_VALUE
2006,IRL,A,IRLT,PA,_Z,_Z,_Z,3.765
2005,IRL,A,IRLT,PA,_Z,_Z,_Z,3.329166666666666
2004,IRL,A,IRLT,PA,_Z,_Z,_Z,4.076666666666666
2003,IRL,A,IRLT,PA,_Z,_Z,_Z,4.132499999999999
2002,IRL,A,IRLT,PA,_Z,_Z,_Z,5.010000000000001
2000,ISR,A,UNEMP,PT_LF,_T,Y,_Z,8.77060564775
2024,ISR,A,IRLT,PA,_Z,_Z,_Z,4.676666666666667
2023,ISR,A,IRLT,PA,_Z,_Z,_Z,3.8680833333333333
2006,ISR,A,IRLT,PA,_Z,_Z,_Z,6.31416666666667
2005,ISR,A,IRLT,PA,_Z,_Z,_Z,6.36166666666667
2004,ISR,A,IRLT,PA,_Z,_Z,_Z,7.56166666666667
2003,ISR,A,IRLT,PA,_Z,_Z,_Z,8.88428383333333
2002,ISR,A,IRLT,PA,_Z,_Z,_Z,9.23308741666667
2001,ISR,A,IRLT,PA,_Z,_Z,_Z,6.42648025
2000,ISR,A,IRLT,PA,_Z,_Z,_Z,5.47583333333333
2022,ISR,A,IRLT,PA,_Z,_Z,_Z,2.61916666666667
2021,ISR,A,IRLT,PA,_Z,_Z,_Z,1.11666666666667
2020,ISR,A,IRLT,PA,_Z,_Z,_Z,0.7775
2019,ISR,A,IRLT,PA,_Z,_Z,_Z,1.46833333333333
2018,ISR,A,IRLT,PA,_Z,_Z,_Z,1.99416666666667
2017,ISR,A,IRLT,PA,_Z,_Z,_Z,1.90916666666667
2016,ISR,A,IRLT,PA,_Z,_Z,_Z,1.87916666666667
2015,ISR,A,IRLT,PA,_Z,_Z,_Z,2.07
2014,ISR,A,IRLT,PA,_Z,_Z,_Z,2.88583333333333
2013,ISR,A,IRLT,PA,_Z,_Z,_Z,3.79583333333333
2012,ISR,A,IRLT,PA,_Z,_Z,_Z,4.39916666666667
2011,ISR,A,IRLT,PA,_Z,_Z,_Z,4.98
2010,ISR,A,IRLT,PA,_Z,_Z,_Z,4.68416666666667
2009,ISR,A,IRLT,PA,_Z,_Z,_Z,5.06333333333333
2008,ISR,A,IRLT,PA,_Z,_Z,_Z,5.92333333333333
2007,ISR,A,IRLT,PA,_Z,_Z,_Z,5.55416666666667
2024,ISR,A,UNEMP,PT_LF,_T,Y,_Z,2.9666666666666663
2023,ISR,A,UNEMP,PT_LF,_T,Y,_Z,3.4166666666666665
2022,ISR,A,UNEMP,PT_LF,_T,Y,_Z,3.76666666666667
2021,ISR,A,UNEMP,PT_LF,_T,Y,_Z,4.95833333333333
2020,ISR,A,UNEMP,PT_LF,_T,Y,_Z,4.325
2019,ISR,A,UNEMP,PT_LF,_T,Y,_Z,3.8
2018,ISR,A,UNEMP,PT_LF,_T,Y,_Z,4
2017,ISR,A,UNEMP,PT_LF,_T,Y,_Z,4.21666666666667
2016,ISR,A,UNEMP,PT_LF,_T,Y,_Z,4.80833333333333
2015,ISR,A,UNEMP,PT_LF,_T,Y,_Z,5.24166666666667
2014,ISR,A,UNEMP,PT_LF,_T,Y,_Z,5.90833333333333
2013,ISR,A,UNEMP,PT_LF,_T,Y,_Z,6.20833333333333
2012,ISR,A,UNEMP,PT_LF,_T,Y,_Z,6.85
2010,ISR,A,UNEMP,PT_LF,_T,Y,_Z,6.63659478425
2009,ISR,A,UNEMP,PT_LF,_T,Y,_Z,7.5440865165
2008,ISR,A,UNEMP,PT_LF,_T,Y,_Z,6.0991404415
2007,ISR,A,UNEMP,PT_LF,_T,Y,_Z,7.31855804075
2006,ISR,A,UNEMP,PT_LF,_T,Y,_Z,8.40383747675
2005,ISR,A,UNEMP,PT_LF,_T,Y,_Z,8.9899031995
2004,ISR,A,UNEMP,PT_LF,_T,Y,_Z,10.367712869
2003,ISR,A,UNEMP,PT_LF,_T,Y,_Z,10.71265731925
2002,ISR,A,UNEMP,PT_LF,_T,Y,_Z,10.29843927275
2000,ITA,A,IRLT,PA,_Z,_Z,_Z,5.575166666666667
2024,ITA,A,UNEMP,PT_LF,_T,Y,_Z,6.516666666666667
2023,ITA,A,UNEMP,PT_LF,_T,Y,_Z,7.666666666666667
2006,ITA,A,UNEMP,PT_LF,_T,Y,_Z,6.86666666666667
2005,ITA,A,UNEMP,PT_LF,_T,Y,_Z,7.78333333333333
2004,ITA,A,UNEMP,PT_LF,_T,Y,_Z,8.05
2002,ITA,A,UNEMP,PT_LF,_T,Y,_Z,8.475
2001,ITA,A,UNEMP,PT_LF,_T,Y,_Z,9.00833333333333
2000,ITA,A,UNEMP,PT_LF,_T,Y,_Z,10.05
2022,ITA,A,UNEMP,PT_LF,_T,Y,_Z,8.075
2021,ITA,A,UNEMP,PT_LF,_T,Y,_Z,9.55833333333333
2020,ITA,A,UNEMP,PT_LF,_T,Y,_Z,9.3
2019,ITA,A,UNEMP,PT_LF,_T,Y,_Z,9.93333333333333
2018,ITA,A,UNEMP,PT_LF,_T,Y,_Z,10.6
2017,ITA,A,UNEMP,PT_LF,_T,Y,_Z,11.2583333333333
2016,ITA,A,UNEMP,PT_LF,_T,Y,_Z,11.75
2015,ITA,A,UNEMP,PT_LF,_T,Y,_Z,12
2014,ITA,A,UNEMP,PT_LF,_T,Y,_Z,12.825
2013,ITA,A,UNEMP,PT_LF,_T,Y,_Z,12.3666666666667
2012,ITA,A,UNEMP,PT_LF,_T,Y,_Z,10.8833333333333
2011,ITA,A,UNEMP,PT_LF,_T,Y,_Z,8.50833333333333
2010,ITA,A,UNEMP,PT_LF,_T,Y,_Z,8.54166666666667
2009,ITA,A,UNEMP,PT_LF,_T,Y,_Z,7.875
2008,ITA,A,UNEMP,PT_LF,_T,Y,_Z,6.775
2007,ITA,A,UNEMP,PT_LF,_T,Y,_Z,6.15
2024,ITA,A,IRLT,PA,_Z,_Z,_Z,3.7074166666666666
2023,ITA,A,IRLT,PA,_Z,_Z,_Z,4.28325
2022,ITA,A,IRLT,PA,_Z,_Z,_Z,3.15675
2021,ITA,A,IRLT,PA,_Z,_Z,_Z,0.8109166666666668
2020,ITA,A,IRLT,PA,_Z,_Z,_Z,1.1681666666666666
2008,DEU,A,UNEMP,PT_LF,_T,Y,_Z,7.425
2007,DEU,A,UNEMP,PT_LF,_T,Y,_Z,8.54166666666667
2024,DEU,A,IRLT,PA,_Z,_Z,_Z,2.3210841123449817
2023,DEU,A,IRLT,PA,_Z,_Z,_Z,2.4345987059491065
2022,DEU,A,IRLT,PA,_Z,_Z,_Z,1.1425829849657096
2021,DEU,A,IRLT,PA,_Z,_Z,_Z,-0.3738211697722568
2020,DEU,A,IRLT,PA,_Z,_Z,_Z,-0.5110240055837881
2019,DEU,A,IRLT,PA,_Z,_Z,_Z,-0.25363445779578503
2018,DEU,A,IRLT,PA,_Z,_Z,_Z,0.39636398189051647
2017,DEU,A,IRLT,PA,_Z,_Z,_Z,0.31633611380779564
2016,DEU,A,IRLT,PA,_Z,_Z,_Z,0.09149919223288784
2015,DEU,A,IRLT,PA,_Z,_Z,_Z,0.49519367547657006
2014,DEU,A,IRLT,PA,_Z,_Z,_Z,1.1634722907400257
2013,DEU,A,IRLT,PA,_Z,_Z,_Z,1.5714080060438764
2012,DEU,A,IRLT,PA,_Z,_Z,_Z,1.495130210995014
2011,DEU,A,IRLT,PA,_Z,_Z,_Z,2.609184991464167
2010,DEU,A,IRLT,PA,_Z,_Z,_Z,2.7442673787565095
2009,DEU,A,IRLT,PA,_Z,_Z,_Z,3.2222178304786997
2008,DEU,A,IRLT,PA,_Z,_Z,_Z,3.984768224497344
2007,DEU,A,IRLT,PA,_Z,_Z,_Z,4.216955003518639
2006,DEU,A,IRLT,PA,_Z,_Z,_Z,3.7641253186490595
2005,DEU,A,IRLT,PA,_Z,_Z,_Z,3.354017535604493
2004,DEU,A,IRLT,PA,_Z,_Z,_Z,4.037155655938266
2003,DEU,A,IRLT,PA,_Z,_Z,_Z,4.071142521983484
2002,DEU,A,IRLT,PA,_Z,_Z,_Z,4.783579595123073
2000,GRC,A,IRLT,PA,_Z,_Z,_Z,6.105833333333333
2024,GRC,A,UNEMP,PT_LF,_T,Y,_Z,10.116666666666667
2023,GRC,A,UNEMP,PT_LF,_T,Y,_Z,11.083333333333332
2006,GRC,A,UNEMP,PT_LF,_T,Y,_Z,9.03333333333333
2005,GRC,A,UNEMP,PT_LF,_T,Y,_Z,10.0083333333333
2004,GRC,A,UNEMP,PT_LF,_T,Y,_Z,10.6083333333333
2003,GRC,A,UNEMP,PT_LF,_T,Y,_Z,9.74166666666667
2002,GRC,A,UNEMP,PT_LF,_T,Y,_Z,10.3333333333333
2001,GRC,A,UNEMP,PT_LF,_T,Y,_Z,10.675
2000,GRC,A,UNEMP,PT_LF,_T,Y,_Z,11.2333333333333
2022,GRC,A,UNEMP,PT_LF,_T,Y,_Z,12.4583333333333
2021,GRC,A,UNEMP,PT_LF,_T,Y,_Z,14.7916666666667
2020,GRC,A,UNEMP,PT_LF,_T,Y,_Z,17.6166666666667
2019,GRC,A,UNEMP,PT_LF,_T,Y,_Z,17.8833333333333
2018,GRC,A,UNEMP,PT_LF,_T,Y,_Z,19.7416666666667
2011,JPN,A,IRLT,PA,_Z,_Z,_Z,1.10241666666667
2010,JPN,A,IRLT,PA,_Z,_Z,_Z,1.14833333333333
2009,JPN,A,IRLT,PA,_Z,_Z,_Z,1.33375
2008,JPN,A,IRLT,PA,_Z,_Z,_Z,1.46733333333333
2007,JPN,A,IRLT,PA,_Z,_Z,_Z,1.6655
2006,JPN,A,IRLT,PA,_Z,_Z,_Z,1.7405
2005,JPN,A,IRLT,PA,_Z,_Z,_Z,1.35475
2004,JPN,A,IRLT,PA,_Z,_Z,_Z,1.49266666666667
2003,JPN,A,IRLT,PA,_Z,_Z,_Z,1.00325
2002,JPN,A,IRLT,PA,_Z,_Z,_Z,1.26316666666667
2001,KOR,A,IRLT,PA,_Z,_Z,_Z,6.855
2024,KOR,A,UNEMP,PT_LF,_T,Y,_Z,2.8000000000000003
2023,KOR,A,UNEMP,PT_LF,_T,Y,_Z,2.708333333333333
2006,KOR,A,UNEMP,PT_LF,_T,Y,_Z,3.475
2005,KOR,A,UNEMP,PT_LF,_T,Y,_Z,3.75
2004,KOR,A,UNEMP,PT_LF,_T,Y,_Z,3.65833333333333
2003,KOR,A,UNEMP,PT_LF,_T,Y,_Z,3.55
2002,KOR,A,UNEMP,PT_LF,_T,Y,_Z,3.25833333333333
2001,KOR,A,UNEMP,PT_LF,_T,Y,_Z,4
2000,KOR,A,UNEMP,PT_LF,_T,Y,_Z,4.425
2022,KOR,A,UNEMP,PT_LF,_T,Y,_Z,2.88333333333333
2021,KOR,A,UNEMP,PT_LF,_T,Y,_Z,3.675
2020,KOR,A,UNEMP,PT_LF,_T,Y,_Z,3.94166666666667
2019,KOR,A,UNEMP,PT_LF,_T,Y,_Z,3.78333333333333
2018,KOR,A,UNEMP,PT_LF,_T,Y,_Z,3.83333333333333
2017,KOR,A,UNEMP,PT_LF,_T,Y,_Z,3.68333333333333
2016,KOR,A,UNEMP,PT_LF,_T,Y,_Z,3.675
2015,KOR,A,UNEMP,PT_LF,_T,Y,_Z,3.59166666666667
2014,KOR,A,UNEMP,PT_LF,_T,Y,_Z,3.49166666666667
2013,KOR,A,UNEMP,PT_LF,_T,Y,_Z,3.1
2012,KOR,A,UNEMP,PT_LF,_T,Y,_Z,3.225
2011,KOR,A,UNEMP,PT_LF,_T,Y,_Z,3.40833333333333
2010,KOR,A,UNEMP,PT_LF,_T,Y,_Z,3.70833333333333
2009,KOR,A,UNEMP,PT_LF,_T,Y,_Z,3.63333333333333
2008,KOR,A,UNEMP,PT_LF,_T,Y,_Z,3.175
2007,KOR,A,UNEMP,PT_LF,_T,Y,_Z,3.25833333333333
2024,KOR,A,IRLT,PA,_Z,_Z,_Z,3.21925
2023,KOR,A,IRLT,PA,_Z,_Z,_Z,3.642333333333333
2022,KOR,A,IRLT,PA,_Z,_Z,_Z,3.3635
2021,KOR,A,IRLT,PA,_Z,_Z,_Z,2.0645
2020,KOR,A,IRLT,PA,_Z,_Z,_Z,1.49966666666667
2019,KOR,A,IRLT,PA,_Z,_Z,_Z,1.70225
2018,KOR,A,IRLT,PA,_Z,_Z,_Z,2.50275
2017,KOR,A,IRLT,PA,_Z,_Z,_Z,2.28258333333333
2016,KOR,A,IRLT,PA,_Z,_Z,_Z,1.74741666666667
2015,KOR,A,IRLT,PA,_Z,_Z,_Z,2.30575
2014,KOR,A,IRLT,PA,_Z,_Z,_Z,3.18633333333333
2013,KOR,A,IRLT,PA,_Z,_Z,_Z,3.27808333333333
2012,KOR,A,IRLT,PA,_Z,_Z,_Z,3.4475
2011,KOR,A,IRLT,PA,_Z,_Z,_Z,4.2025
2010,KOR,A,IRLT,PA,_Z,_Z,_Z,4.77333333333333
2009,KOR,A,IRLT,PA,_Z,_Z,_Z,5.16583333333333
2008,KOR,A,IRLT,PA,_Z,_Z,_Z,5.56833333333333
2007,KOR,A,IRLT,PA,_Z,_Z,_Z,5.35083333333333
2006,KOR,A,IRLT,PA,_Z,_Z,_Z,5.15166666666667
2005,KOR,A,IRLT,PA,_Z,_Z,_Z,4.95
2004,KOR,A,IRLT,PA,_Z,_Z,_Z,4.72833333333333
2003,KOR,A,IRLT,PA,_Z,_Z,_Z,5.04833333333333
2001,LVA,A,UNEMP,PT_LF,_T,Y,_Z,13.475
2000,LVA,A,UNEMP,PT_LF,_T,Y,_Z,14.3416666666667
2024,LVA,A,IRLT,PA,_Z,_Z,_Z,3.2874999999999996
2007,LVA,A,IRLT,PA,_Z,_Z,_Z,5.2825
2006,LVA,A,IRLT,PA,_Z,_Z,_Z,4.13333333333333
2005,LVA,A,IRLT,PA,_Z,_Z,_Z,3.875
2004,LVA,A,IRLT,PA,_Z,_Z,_Z,4.8575
2003,LVA,A,IRLT,PA,_Z,_Z,_Z,4.90083333333333
2002,LVA,A,IRLT,PA,_Z,_Z,_Z,5.40833333333333
2001,LVA,A,IRLT,PA,_Z,_Z,_Z,7.57333333333333
2023,LVA,A,IRLT,PA,_Z,_Z,_Z,3.828333333333333
2022,LVA,A,IRLT,PA,_Z,_Z,_Z,2.2725
2021,LVA,A,IRLT,PA,_Z,_Z,_Z,-0.0025
2020,LVA,A,IRLT,PA,_Z,_Z,_Z,-0.0625
2019,LVA,A,IRLT,PA,_Z,_Z,_Z,0.3425
2018,LVA,A,IRLT,PA,_Z,_Z,_Z,0.9025
2017,LVA,A,IRLT,PA,_Z,_Z,_Z,0.834166666666666
2016,LVA,A,IRLT,PA,_Z,_Z,_Z,0.534166666666667
2015,LVA,A,IRLT,PA,_Z,_Z,_Z,0.963333333333334
2014,LVA,A,IRLT,PA,_Z,_Z,_Z,2.50833333333333
2013,LVA,A,IRLT,PA,_Z,_Z,_Z,3.34
2012,LVA,A,IRLT,PA,_Z,_Z,_Z,4.565
2011,LVA,A,IRLT,PA,_Z,_Z,_Z,5.9075
2010,LVA,A,IRLT,PA,_Z,_Z,_Z,10.3375
2009,LVA,A,IRLT,PA,_Z,_Z,_Z,12.3575
2008,LVA,A,IRLT,PA,_Z,_Z,_Z,6.43166666666667
2024,LVA,A,UNEMP,PT_LF,_T,Y,_Z,6.925
2023,LVA,A,UNEMP,PT_LF,_T,Y,_Z,6.508333333333333
2022,LVA,A,UNEMP,PT_LF,_T,Y,_Z,6.858333333333333
2021,LVA,A,UNEMP,PT_LF,_T,Y,_Z,7.575
2020,LVA,A,UNEMP,PT_LF,_T,Y,_Z,8.09166666666667
2019,LVA,A,UNEMP,PT_LF,_T,Y,_Z,6.31666666666667
2011,ISL,A,UNEMP,PT_LF,_T,Y,_Z,7.925
2010,ISL,A,UNEMP,PT_LF,_T,Y,_Z,8.591666666666667
2021,ISL,A,IRLT,PA,_Z,_Z,_Z,0.778333333333333
2020,ISL,A,IRLT,PA,_Z,_Z,_Z,0.340833333333333
2019,ISL,A,IRLT,PA,_Z,_Z,_Z,1.08583333333333
2018,ISL,A,IRLT,PA,_Z,_Z,_Z,1.8425
2017,ISL,A,IRLT,PA,_Z,_Z,_Z,2.21583333333333
2016,ISL,A,IRLT,PA,_Z,_Z,_Z,2.77583333333333
2015,ISL,A,IRLT,PA,_Z,_Z,_Z,2.66083333333333
2014,ISL,A,IRLT,PA,_Z,_Z,_Z,3.20166666666667
2013,ISL,A,IRLT,PA,_Z,_Z,_Z,2.55166666666667
2012,ISL,A,IRLT,PA,_Z,_Z,_Z,2.27666666666667
2011,ISL,A,IRLT,PA,_Z,_Z,_Z,2.94666666666667
2010,ISL,A,IRLT,PA,_Z,_Z,_Z,3.49333333333333
2009,ISL,A,IRLT,PA,_Z,_Z,_Z,4.29942858583333
2008,ISL,A,IRLT,PA,_Z,_Z,_Z,4.300186665
2007,ISL,A,IRLT,PA,_Z,_Z,_Z,4.96211657
2006,ISL,A,IRLT,PA,_Z,_Z,_Z,4.381775
2005,ISL,A,IRLT,PA,_Z,_Z,_Z,3.70416666666667
2000,IRL,A,IRLT,PA,_Z,_Z,_Z,5.512499999999999
2024,IRL,A,UNEMP,PT_LF,_T,Y,_Z,4.291666666666667
2023,IRL,A,UNEMP,PT_LF,_T,Y,_Z,4.308333333333334
2006,IRL,A,UNEMP,PT_LF,_T,Y,_Z,4.79166666666667
2005,IRL,A,UNEMP,PT_LF,_T,Y,_Z,4.63333333333333
2004,IRL,A,UNEMP,PT_LF,_T,Y,_Z,4.74166666666667
2003,IRL,A,UNEMP,PT_LF,_T,Y,_Z,4.85
2002,IRL,A,UNEMP,PT_LF,_T,Y,_Z,4.725
2001,IRL,A,UNEMP,PT_LF,_T,Y,_Z,4.175
2000,IRL,A,UNEMP,PT_LF,_T,Y,_Z,4.4
2022,IRL,A,UNEMP,PT_LF,_T,Y,_Z,4.466666666666667
2021,IRL,A,UNEMP,PT_LF,_T,Y,_Z,6.258333333333333
2020,IRL,A,UNEMP,PT_LF,_T,Y,_Z,5.858333333333333
2019,IRL,A,UNEMP,PT_LF,_T,Y,_Z,5.008333333333333
2018,IRL,A,UNEMP,PT_LF,_T,Y,_Z,5.8
2017,IRL,A,UNEMP,PT_LF,_T,Y,_Z,6.749999999999999
2016,IRL,A,UNEMP,PT_LF,_T,Y,_Z,8.40833333333333
2015,IRL,A,UNEMP,PT_LF,_T,Y,_Z,9.925
2014,IRL,A,UNEMP,PT_LF,_T,Y,_Z,11.8833333333333
2013,IRL,A,UNEMP,PT_LF,_T,Y,_Z,13.775
2012,IRL,A,UNEMP,PT_LF,_T,Y,_Z,15.4833333333333
2011,IRL,A,UNEMP,PT_LF,_T,Y,_Z,15.4083333333333
2010,IRL,A,UNEMP,PT_LF,_T,Y,_Z,14.575
2009,IRL,A,UNEMP,PT_LF,_T,Y,_Z,12.6583333333333
2008,IRL,A,UNEMP,PT_LF,_T,Y,_Z,6.79166666666667
2007,IRL,A,UNEMP,PT_LF,_T,Y,_Z,5
2024,IRL,A,IRLT,PA,_Z,_Z,_Z,2.7175833333333332
2023,IRL,A,IRLT,PA,_Z,_Z,_Z,2.866616666666667
2022,IRL,A,IRLT,PA,_Z,_Z,_Z,1.74561666666667
2000,LUX,A,UNEMP,PT_LF,_T,Y,_Z,2.23333333333333
2024,LUX,A,IRLT,PA,_Z,_Z,_Z,2.7639166666666664
2023,LUX,A,IRLT,PA,_Z,_Z,_Z,2.9665
2006,LUX,A,IRLT,PA,_Z,_Z,_Z,3.30366666666667
2005,LUX,A,IRLT,PA,_Z,_Z,_Z,2.412666666666667
2004,LUX,A,IRLT,PA,_Z,_Z,_Z,2.84341666666667
2003,LUX,A,IRLT,PA,_Z,_Z,_Z,3.316
2002,LUX,A,IRLT,PA,_Z,_Z,_Z,4.70316666666667
2001,LUX,A,IRLT,PA,_Z,_Z,_Z,4.859
2000,LUX,A,IRLT,PA,_Z,_Z,_Z,5.51816666666667
2022,LUX,A,IRLT,PA,_Z,_Z,_Z,1.7275
2021,LUX,A,IRLT,PA,_Z,_Z,_Z,-0.356583333333333
2020,LUX,A,IRLT,PA,_Z,_Z,_Z,-0.413583333333333
2019,LUX,A,IRLT,PA,_Z,_Z,_Z,-0.120583333333333
2018,LUX,A,IRLT,PA,_Z,_Z,_Z,0.564666666666667
2017,LUX,A,IRLT,PA,_Z,_Z,_Z,0.544833333333333
2016,LUX,A,IRLT,PA,_Z,_Z,_Z,0.25425000000000003
2015,LUX,A,IRLT,PA,_Z,_Z,_Z,0.36875
2014,LUX,A,IRLT,PA,_Z,_Z,_Z,1.3368333333333335
2013,LUX,A,IRLT,PA,_Z,_Z,_Z,1.85091666666667
2012,LUX,A,IRLT,PA,_Z,_Z,_Z,1.821
2011,LUX,A,IRLT,PA,_Z,_Z,_Z,2.92333333333333
2010,LUX,A,IRLT,PA,_Z,_Z,_Z,3.16916666666667
2009,LUX,A,IRLT,PA,_Z,_Z,_Z,4.22875
2008,LUX,A,IRLT,PA,_Z,_Z,_Z,4.60816666666667
2007,LUX,A,IRLT,PA,_Z,_Z,_Z,4.46108333333333
2024,LUX,A,UNEMP,PT_LF,_T,Y,_Z,6.208333333333333
2023,LUX,A,UNEMP,PT_LF,_T,Y,_Z,5.216666666666668
2022,LUX,A,UNEMP,PT_LF,_T,Y,_Z,4.6
2021,LUX,A,UNEMP,PT_LF,_T,Y,_Z,5.425
2020,LUX,A,UNEMP,PT_LF,_T,Y,_Z,6.69166666666667
2019,LUX,A,UNEMP,PT_LF,_T,Y,_Z,5.59166666666667
2018,LUX,A,UNEMP,PT_LF,_T,Y,_Z,5.5
2017,LUX,A,UNEMP,PT_LF,_T,Y,_Z,5.61666666666667
2016,LUX,A,UNEMP,PT_LF,_T,Y,_Z,6.33333333333333
2015,LUX,A,UNEMP,PT_LF,_T,Y,_Z,6.45833333333333
2014,LUX,A,UNEMP,PT_LF,_T,Y,_Z,6.05
2013,LUX,A,UNEMP,PT_LF,_T,Y,_Z,5.875
2012,LUX,A,UNEMP,PT_LF,_T,Y,_Z,5.06666666666667
2011,LUX,A,UNEMP,PT_LF,_T,Y,_Z,4.83333333333333
2010,LUX,A,UNEMP,PT_LF,_T,Y,_Z,4.58333333333333
2009,LUX,A,UNEMP,PT_LF,_T,Y,_Z,5.11666666666667
2008,LUX,A,UNEMP,PT_LF,_T,Y,_Z,4.91666666666667
2007,LUX,A,UNEMP,PT_LF,_T,Y,_Z,4.16666666666667
2006,LUX,A,UNEMP,PT_LF,_T,Y,_Z,4.575
2005,LUX,A,UNEMP,PT_LF,_T,Y,_Z,4.65
2004,LUX,A,UNEMP,PT_LF,_T,Y,_Z,4.95
2003,LUX,A,UNEMP,PT_LF,_T,Y,_Z,3.80833333333333
2002,LUX,A,UNEMP,PT_LF,_T,Y,_Z,2.55833333333333
2002,MEX,A,IRLT,PA,_Z,_Z,_Z,10.125
2024,MEX,A,UNEMP,PT_LF,_T,Y,_Z,2.671272651666667
2023,MEX,A,UNEMP,PT_LF,_T,Y,_Z,2.796141005
2006,MEX,A,UNEMP,PT_LF,_T,Y,_Z,3.5967434775
2005,MEX,A,UNEMP,PT_LF,_T,Y,_Z,3.59578537833333
2003,MEX,A,UNEMP,PT_LF,_T,Y,_Z,3.40583333333333
2002,MEX,A,UNEMP,PT_LF,_T,Y,_Z,2.97833333333333
2001,MEX,A,UNEMP,PT_LF,_T,Y,_Z,2.75666666666667
2000,MEX,A,UNEMP,PT_LF,_T,Y,_Z,2.50583333333333
2022,MEX,A,UNEMP,PT_LF,_T,Y,_Z,3.27377120166667
2021,MEX,A,UNEMP,PT_LF,_T,Y,_Z,4.13862064333333
2019,MEX,A,UNEMP,PT_LF,_T,Y,_Z,3.49046186
2018,MEX,A,UNEMP,PT_LF,_T,Y,_Z,3.320195495
2017,MEX,A,UNEMP,PT_LF,_T,Y,_Z,3.41904586166667
2016,MEX,A,UNEMP,PT_LF,_T,Y,_Z,3.88135597083333
2015,MEX,A,UNEMP,PT_LF,_T,Y,_Z,4.35294290916667
2014,MEX,A,UNEMP,PT_LF,_T,Y,_Z,4.82895774916667
2013,MEX,A,UNEMP,PT_LF,_T,Y,_Z,4.92946614916667
2012,MEX,A,UNEMP,PT_LF,_T,Y,_Z,4.95276899333333
2011,MEX,A,UNEMP,PT_LF,_T,Y,_Z,5.23357277083333
2010,MEX,A,UNEMP,PT_LF,_T,Y,_Z,5.38087571416667
2009,MEX,A,UNEMP,PT_LF,_T,Y,_Z,5.47906766
2008,MEX,A,UNEMP,PT_LF,_T,Y,_Z,3.97465474583333
2007,MEX,A,UNEMP,PT_LF,_T,Y,_Z,3.7216039175
2006,MEX,A,IRLT,PA,_Z,_Z,_Z,8.38833333333334
2005,MEX,A,IRLT,PA,_Z,_Z,_Z,9.4175
2004,MEX,A,IRLT,PA,_Z,_Z,_Z,9.53833333333334
2000,NLD,A,IRLT,PA,_Z,_Z,_Z,5.403333333333332
2024,NLD,A,UNEMP,PT_LF,_T,Y,_Z,3.6666666666666665
2023,NLD,A,UNEMP,PT_LF,_T,Y,_Z,3.5416666666666665
2006,NLD,A,UNEMP,PT_LF,_T,Y,_Z,6.08333333333333
