TIME_PERIOD,REF_AREA,FREQ,MEASURE,UNIT_MEASURE,ACTIVITY,ADJUSTMENT,TRANSFORMATION,OBS_VALUE
2023,TUR,A,UNEMP,PT_LF,_T,Y,_Z,9.391666666666666
2022,TUR,A,UNEMP,PT_LF,_T,Y,_Z,10.4833333333333
2021,TUR,A,UNEMP,PT_LF,_T,Y,_Z,12.0333333333333
2020,TUR,A,UNEMP,PT_LF,_T,Y,_Z,13.1416666666667
2019,TUR,A,UNEMP,PT_LF,_T,Y,_Z,13.741666666666665
2018,TUR,A,UNEMP,PT_LF,_T,Y,_Z,10.891666666666667
2017,TUR,A,UNEMP,PT_LF,_T,Y,_Z,10.925
2016,TUR,A,UNEMP,PT_LF,_T,Y,_Z,10.9083333333333
2000,GBR,A,UNEMP,PT_LF,_T,Y,_Z,5.45
2024,GBR,A,IRLT,PA,_Z,_Z,_Z,4.144241666666667
2023,GBR,A,IRLT,PA,_Z,_Z,_Z,4.0583
2006,GBR,A,IRLT,PA,_Z,_Z,_Z,4.501675
2005,GBR,A,IRLT,PA,_Z,_Z,_Z,4.41389166666667
2004,GBR,A,IRLT,PA,_Z,_Z,_Z,4.88226666666667
2003,GBR,A,IRLT,PA,_Z,_Z,_Z,4.52659166666667
2002,GBR,A,IRLT,PA,_Z,_Z,_Z,4.89424166666667
2001,GBR,A,IRLT,PA,_Z,_Z,_Z,4.9295
2000,GBR,A,IRLT,PA,_Z,_Z,_Z,5.328975
2022,GBR,A,IRLT,PA,_Z,_Z,_Z,2.44729166666667
2021,GBR,A,IRLT,PA,_Z,_Z,_Z,0.787608333333334
2020,GBR,A,IRLT,PA,_Z,_Z,_Z,0.374441666666667
2019,GBR,A,IRLT,PA,_Z,_Z,_Z,0.935825
2018,GBR,A,IRLT,PA,_Z,_Z,_Z,1.46065833333333
2017,GBR,A,IRLT,PA,_Z,_Z,_Z,1.23580833333333
2016,GBR,A,IRLT,PA,_Z,_Z,_Z,1.30520833333333
2015,GBR,A,IRLT,PA,_Z,_Z,_Z,1.90103333333333
2014,GBR,A,IRLT,PA,_Z,_Z,_Z,2.56908333333333
2013,GBR,A,IRLT,PA,_Z,_Z,_Z,2.38978333333333
2012,GBR,A,IRLT,PA,_Z,_Z,_Z,1.91804166666667
2011,GBR,A,IRLT,PA,_Z,_Z,_Z,3.13599166666667
2010,GBR,A,IRLT,PA,_Z,_Z,_Z,3.624425
2009,GBR,A,IRLT,PA,_Z,_Z,_Z,3.64751666666667
2008,GBR,A,IRLT,PA,_Z,_Z,_Z,4.590725
2007,GBR,A,IRLT,PA,_Z,_Z,_Z,5.011275
2024,GBR,A,UNEMP,PT_LF,_T,Y,_Z,4.2749999999999995
2023,GBR,A,UNEMP,PT_LF,_T,Y,_Z,4.05
2022,GBR,A,UNEMP,PT_LF,_T,Y,_Z,3.8000000000000003
2021,GBR,A,UNEMP,PT_LF,_T,Y,_Z,4.55
2020,GBR,A,UNEMP,PT_LF,_T,Y,_Z,4.6
2019,GBR,A,UNEMP,PT_LF,_T,Y,_Z,3.825
2018,GBR,A,UNEMP,PT_LF,_T,Y,_Z,4.1
2017,GBR,A,UNEMP,PT_LF,_T,Y,_Z,4.425
2016,GBR,A,UNEMP,PT_LF,_T,Y,_Z,4.9
2015,GBR,A,UNEMP,PT_LF,_T,Y,_Z,5.35
2014,GBR,A,UNEMP,PT_LF,_T,Y,_Z,6.175
2013,GBR,A,UNEMP,PT_LF,_T,Y,_Z,7.6
2012,GBR,A,UNEMP,PT_LF,_T,Y,_Z,7.975
2011,GBR,A,UNEMP,PT_LF,_T,Y,_Z,8.125
2010,GBR,A,UNEMP,PT_LF,_T,Y,_Z,7.875
2009,GBR,A,UNEMP,PT_LF,_T,Y,_Z,7.625
2008,GBR,A,UNEMP,PT_LF,_T,Y,_Z,5.7
2007,GBR,A,UNEMP,PT_LF,_T,Y,_Z,5.325
2006,GBR,A,UNEMP,PT_LF,_T,Y,_Z,5.425
2005,GBR,A,UNEMP,PT_LF,_T,Y,_Z,4.8
2004,GBR,A,UNEMP,PT_LF,_T,Y,_Z,4.75
2003,GBR,A,UNEMP,PT_LF,_T,Y,_Z,5.025
2002,GBR,A,UNEMP,PT_LF,_T,Y,_Z,5.175
2000,USA,A,IRLT,PA,_Z,_Z,_Z,6.02916666666667
2024,USA,A,UNEMP,PT_LF,_T,Y,_Z,4.016666666666667
2023,USA,A,UNEMP,PT_LF,_T,Y,_Z,3.63333333333333
2006,USA,A,UNEMP,PT_LF,_T,Y,_Z,4.61666666666667
2005,USA,A,UNEMP,PT_LF,_T,Y,_Z,5.06666666666667
2004,USA,A,UNEMP,PT_LF,_T,Y,_Z,5.53333333333333
2003,USA,A,UNEMP,PT_LF,_T,Y,_Z,5.99166666666667
2004,ISL,A,IRLT,PA,_Z,_Z,_Z,3.825
2001,IRL,A,IRLT,PA,_Z,_Z,_Z,5.011666666666667
2001,ISR,A,UNEMP,PT_LF,_T,Y,_Z,9.34813389125
2001,ITA,A,IRLT,PA,_Z,_Z,_Z,5.18875
2001,JPN,A,IRLT,PA,_Z,_Z,_Z,1.319
2002,KOR,A,IRLT,PA,_Z,_Z,_Z,6.58666666666667
2002,LVA,A,UNEMP,PT_LF,_T,Y,_Z,12.4916666666667
2002,LTU,A,UNEMP,PT_LF,_T,Y,_Z,13.775
2001,LUX,A,UNEMP,PT_LF,_T,Y,_Z,1.9
2003,MEX,A,IRLT,PA,_Z,_Z,_Z,8.98166666666667
2001,NLD,A,IRLT,PA,_Z,_Z,_Z,4.957
2001,NZL,A,UNEMP,PT_LF,_T,Y,_Z,5.45
2001,NOR,A,IRLT,PA,_Z,_Z,_Z,6.23666666666667
2002,POL,A,UNEMP,PT_LF,_T,Y,_Z,20.0333333333333
2001,PRT,A,UNEMP,PT_LF,_T,Y,_Z,5.375
2002,SVK,A,IRLT,PA,_Z,_Z,_Z,6.93437321914981
2004,SVN,A,IRLT,PA,_Z,_Z,_Z,4.68333333333333
2001,ESP,A,UNEMP,PT_LF,_T,Y,_Z,10.5583333333333
2001,SWE,A,UNEMP,PT_LF,_T,Y,_Z,5.825
2011,CHE,A,IRLT,PA,_Z,_Z,_Z,1.4713333333333332
2015,TUR,A,UNEMP,PT_LF,_T,Y,_Z,10.3333333333333
2001,GBR,A,UNEMP,PT_LF,_T,Y,_Z,5.075
2001,USA,A,IRLT,PA,_Z,_Z,_Z,5.0175
2008,G7,A,UNEMP,PT_LF,_T,Y,_Z,5.849051642273181
2008,EA19,A,IRLT,PA,_Z,_Z,_Z,4.356011773123314
2008,EA20,A,UNEMP,PT_LF,_T,Y,_Z,7.683333333333334
2008,EU27_2020,A,UNEMP,PT_LF,_T,Y,_Z,7.33333333333333
2024,BRA,A,IRLT,PA,_Z,_Z,_Z,6.885000000000001
2023,CHN,A,IRLT,PA,_Z,_Z,_Z,2.715
2005,HRV,A,UNEMP,PT_LF,_T,Y,_Z,13.024999999999997
2021,IND,A,IRLT,PA,_Z,_Z,_Z,6.2575
2021,IDN,A,IRLT,PA,_Z,_Z,_Z,6.36295066666667
2009,RUS,A,IRLT,PA,_Z,_Z,_Z,9.87416666666666
2024,ZAF,A,IRLT,PA,_Z,_Z,_Z,11.169625952232359
2022,G7,A,UNEMP,PT_LF,_T,Y,_Z,4.072070117198641
2021,G7,A,UNEMP,PT_LF,_T,Y,_Z,5.210286529632819
2020,G7,A,UNEMP,PT_LF,_T,Y,_Z,6.469186206507533
2019,G7,A,UNEMP,PT_LF,_T,Y,_Z,4.263571981120257
2018,G7,A,UNEMP,PT_LF,_T,Y,_Z,4.527357679163505
2017,G7,A,UNEMP,PT_LF,_T,Y,_Z,4.970182921673441
2016,G7,A,UNEMP,PT_LF,_T,Y,_Z,5.4402935554623255
2015,G7,A,UNEMP,PT_LF,_T,Y,_Z,5.790087241895875
2014,G7,A,UNEMP,PT_LF,_T,Y,_Z,6.369598568770276
2013,G7,A,UNEMP,PT_LF,_T,Y,_Z,7.086744314361279
2012,G7,A,UNEMP,PT_LF,_T,Y,_Z,7.359087725092653
2010,G7,A,UNEMP,PT_LF,_T,Y,_Z,8.13257941647156
2009,G7,A,UNEMP,PT_LF,_T,Y,_Z,7.975758473092299
2007,EA19,A,IRLT,PA,_Z,_Z,_Z,4.331703118842147
2024,EA19,A,IRLT,PA,_Z,_Z,_Z,2.9753045525884274
2023,EA19,A,IRLT,PA,_Z,_Z,_Z,3.2651337549468202
2006,EA19,A,IRLT,PA,_Z,_Z,_Z,3.859515120071054
2005,EA19,A,IRLT,PA,_Z,_Z,_Z,3.440874557806323
2004,EA19,A,IRLT,PA,_Z,_Z,_Z,4.1407924386559705
2003,EA19,A,IRLT,PA,_Z,_Z,_Z,4.160853548714631
2002,EA19,A,IRLT,PA,_Z,_Z,_Z,4.922899887267866
2001,EA19,A,IRLT,PA,_Z,_Z,_Z,5.027295445915677
2000,EA19,A,IRLT,PA,_Z,_Z,_Z,5.438876984119141
2022,EA19,A,IRLT,PA,_Z,_Z,_Z,2.0414499541188214
2021,EA19,A,IRLT,PA,_Z,_Z,_Z,0.1997002941246709
2020,EA19,A,IRLT,PA,_Z,_Z,_Z,0.21358275847042338
2019,EA19,A,IRLT,PA,_Z,_Z,_Z,0.5846146423097723
2018,EA19,A,IRLT,PA,_Z,_Z,_Z,1.264052862661183
2017,EA19,A,IRLT,PA,_Z,_Z,_Z,1.1707339183570469
2016,EA19,A,IRLT,PA,_Z,_Z,_Z,0.9285653925319499
2015,EA19,A,IRLT,PA,_Z,_Z,_Z,1.2674750644034243
2014,EA19,A,IRLT,PA,_Z,_Z,_Z,2.2813497115547223
2013,EA19,A,IRLT,PA,_Z,_Z,_Z,3.0117758761688798
2012,EA19,A,IRLT,PA,_Z,_Z,_Z,3.047650890144102
2011,EA19,A,IRLT,PA,_Z,_Z,_Z,4.307952424780864
2010,EA19,A,IRLT,PA,_Z,_Z,_Z,3.7814044859142864
2009,EA19,A,IRLT,PA,_Z,_Z,_Z,4.028616390100684
2007,EA20,A,UNEMP,PT_LF,_T,Y,_Z,7.63333333333333
2024,EA20,A,UNEMP,PT_LF,_T,Y,_Z,6.358333333333333
2023,EA20,A,UNEMP,PT_LF,_T,Y,_Z,6.55
2006,EA20,A,UNEMP,PT_LF,_T,Y,_Z,8.525
2005,EA20,A,UNEMP,PT_LF,_T,Y,_Z,9.283333333333335
2004,EA20,A,UNEMP,PT_LF,_T,Y,_Z,9.43333333333333
2003,EA20,A,UNEMP,PT_LF,_T,Y,_Z,9.175
2002,EA20,A,UNEMP,PT_LF,_T,Y,_Z,8.6
2001,EA20,A,UNEMP,PT_LF,_T,Y,_Z,8.30833333333333
2000,EA20,A,UNEMP,PT_LF,_T,Y,_Z,8.88333333333333
2022,EA20,A,UNEMP,PT_LF,_T,Y,_Z,6.758333333333333
2021,EA20,A,UNEMP,PT_LF,_T,Y,_Z,7.758333333333334
2020,EA20,A,UNEMP,PT_LF,_T,Y,_Z,7.933333333333334
2019,EA20,A,UNEMP,PT_LF,_T,Y,_Z,7.6
2018,EA20,A,UNEMP,PT_LF,_T,Y,_Z,8.23333333333333
2017,EA20,A,UNEMP,PT_LF,_T,Y,_Z,9.133333333333333
2016,EA20,A,UNEMP,PT_LF,_T,Y,_Z,10.1083333333333
2015,EA20,A,UNEMP,PT_LF,_T,Y,_Z,10.983333333333334
2014,EA20,A,UNEMP,PT_LF,_T,Y,_Z,11.7333333333333
2013,EA20,A,UNEMP,PT_LF,_T,Y,_Z,12.1583333333333
2012,EA20,A,UNEMP,PT_LF,_T,Y,_Z,11.5
2011,EA20,A,UNEMP,PT_LF,_T,Y,_Z,10.291666666666668
2010,EA20,A,UNEMP,PT_LF,_T,Y,_Z,10.283333333333333
2009,EA20,A,UNEMP,PT_LF,_T,Y,_Z,9.65833333333333
2007,EU27_2020,A,UNEMP,PT_LF,_T,Y,_Z,7.55833333333333
2024,EU27_2020,A,UNEMP,PT_LF,_T,Y,_Z,5.933333333333334
2023,EU27_2020,A,UNEMP,PT_LF,_T,Y,_Z,6.041666666666667
2006,EU27_2020,A,UNEMP,PT_LF,_T,Y,_Z,8.75833333333333
2005,EU27_2020,A,UNEMP,PT_LF,_T,Y,_Z,9.71666666666667
2004,EU27_2020,A,UNEMP,PT_LF,_T,Y,_Z,10.0083333333333
2003,EU27_2020,A,UNEMP,PT_LF,_T,Y,_Z,9.85
2002,EU27_2020,A,UNEMP,PT_LF,_T,Y,_Z,9.05
2001,EU27_2020,A,UNEMP,PT_LF,_T,Y,_Z,8.73333333333333
2000,EU27_2020,A,UNEMP,PT_LF,_T,Y,_Z,8.98333333333334
2022,EU27_2020,A,UNEMP,PT_LF,_T,Y,_Z,6.15833333333333
2021,EU27_2020,A,UNEMP,PT_LF,_T,Y,_Z,7.05
2020,EU27_2020,A,UNEMP,PT_LF,_T,Y,_Z,7.2
2019,EU27_2020,A,UNEMP,PT_LF,_T,Y,_Z,6.80833333333333
2018,EU27_2020,A,UNEMP,PT_LF,_T,Y,_Z,7.39166666666667
2017,EU27_2020,A,UNEMP,PT_LF,_T,Y,_Z,8.266666666666667
2016,EU27_2020,A,UNEMP,PT_LF,_T,Y,_Z,9.266666666666666
2015,EU27_2020,A,UNEMP,PT_LF,_T,Y,_Z,10.1833333333333
2014,EU27_2020,A,UNEMP,PT_LF,_T,Y,_Z,11
2013,EU27_2020,A,UNEMP,PT_LF,_T,Y,_Z,11.575
2012,EU27_2020,A,UNEMP,PT_LF,_T,Y,_Z,11.0583333333333
2011,EU27_2020,A,UNEMP,PT_LF,_T,Y,_Z,10.075
2010,EU27_2020,A,UNEMP,PT_LF,_T,Y,_Z,10.0833333333333
2009,EU27_2020,A,UNEMP,PT_LF,_T,Y,_Z,9.30833333333333
2023,BRA,A,IRLT,PA,_Z,_Z,_Z,7.05
2022,BRA,A,IRLT,PA,_Z,_Z,_Z,6.7775
2021,BRA,A,IRLT,PA,_Z,_Z,_Z,4.8
2005,BRA,A,IRLT,PA,_Z,_Z,_Z,9.75
2004,BRA,A,IRLT,PA,_Z,_Z,_Z,9.8125
2003,BRA,A,IRLT,PA,_Z,_Z,_Z,11.5
2002,BRA,A,IRLT,PA,_Z,_Z,_Z,9.875
2001,BRA,A,IRLT,PA,_Z,_Z,_Z,9.5
2000,BRA,A,IRLT,PA,_Z,_Z,_Z,10.75
2020,BRA,A,IRLT,PA,_Z,_Z,_Z,4.8725
2019,BRA,A,IRLT,PA,_Z,_Z,_Z,6.2025
2018,BRA,A,IRLT,PA,_Z,_Z,_Z,6.7225
2017,BRA,A,IRLT,PA,_Z,_Z,_Z,7.125
2016,BRA,A,IRLT,PA,_Z,_Z,_Z,7.5
2015,BRA,A,IRLT,PA,_Z,_Z,_Z,6.25
2014,BRA,A,IRLT,PA,_Z,_Z,_Z,5
2013,BRA,A,IRLT,PA,_Z,_Z,_Z,5
2012,BRA,A,IRLT,PA,_Z,_Z,_Z,5.75
2011,BRA,A,IRLT,PA,_Z,_Z,_Z,6
2005,OECD,A,UNEMP,PT_LF,_T,Y,_Z,6.863668352806746
2003,ITA,A,UNEMP,PT_LF,_T,Y,_Z,8.43333333333333
2018,HRV,A,UNEMP,PT_LF,_T,Y,_Z,8.300000000000002
2024,OECD,A,UNEMP,PT_LF,_T,Y,_Z,4.920364956250535
2023,OECD,A,UNEMP,PT_LF,_T,Y,_Z,4.843585906096113
2022,OECD,A,UNEMP,PT_LF,_T,Y,_Z,5.012082567781805
2021,OECD,A,UNEMP,PT_LF,_T,Y,_Z,6.170550595716091
2020,OECD,A,UNEMP,PT_LF,_T,Y,_Z,7.158877782773949
2019,OECD,A,UNEMP,PT_LF,_T,Y,_Z,5.414475253443722
2018,OECD,A,UNEMP,PT_LF,_T,Y,_Z,5.491903956689396
2017,OECD,A,UNEMP,PT_LF,_T,Y,_Z,5.941404139423396
2016,OECD,A,UNEMP,PT_LF,_T,Y,_Z,6.470901486432599
2015,OECD,A,UNEMP,PT_LF,_T,Y,_Z,6.889600826503634
2014,OECD,A,UNEMP,PT_LF,_T,Y,_Z,7.4554950694323265
2013,OECD,A,UNEMP,PT_LF,_T,Y,_Z,8.015203483639974
2012,OECD,A,UNEMP,PT_LF,_T,Y,_Z,8.108548828585413
2011,OECD,A,UNEMP,PT_LF,_T,Y,_Z,8.127051033789398
2010,OECD,A,UNEMP,PT_LF,_T,Y,_Z,8.53517554931618
2009,OECD,A,UNEMP,PT_LF,_T,Y,_Z,8.313581752422861
2008,OECD,A,UNEMP,PT_LF,_T,Y,_Z,6.188177412853693
2007,OECD,A,UNEMP,PT_LF,_T,Y,_Z,5.858506168204658
2006,OECD,A,UNEMP,PT_LF,_T,Y,_Z,6.35315996297968
2004,MEX,A,UNEMP,PT_LF,_T,Y,_Z,3.91583333333333
2020,MEX,A,UNEMP,PT_LF,_T,Y,_Z,4.43163393916667
2002,NLD,A,UNEMP,PT_LF,_T,Y,_Z,3.66666666666667
2005,NOR,A,UNEMP,PT_LF,_T,Y,_Z,4.525
2008,POL,A,UNEMP,PT_LF,_T,Y,_Z,7.04166666666667
2008,SVK,A,UNEMP,PT_LF,_T,Y,_Z,9.575
2000,SWE,A,UNEMP,PT_LF,_T,Y,_Z,5.6
2018,SWE,A,UNEMP,PT_LF,_T,Y,_Z,6.475
2005,SWE,A,UNEMP,PT_LF,_T,Y,_Z,7.78333333333333
2020,CHE,A,UNEMP,PT_LF,_T,Y,_Z,4.815327954899376
2013,TUR,A,UNEMP,PT_LF,_T,Y,_Z,9.05
2006,TUR,A,UNEMP,PT_LF,_T,Y,_Z,9.06666666666667
2003,G7,A,UNEMP,PT_LF,_T,Y,_Z,6.645558369484623
2003,AUT,A,UNEMP,PT_LF,_T,Y,_Z,4.75833333333333
2008,BEL,A,UNEMP,PT_LF,_T,Y,_Z,6.975
2008,EST,A,UNEMP,PT_LF,_T,Y,_Z,5.51666666666667
2008,FIN,A,UNEMP,PT_LF,_T,Y,_Z,6.36666666666667
2002,FRA,A,UNEMP,PT_LF,_T,Y,_Z,8.63333333333333
2008,HUN,A,UNEMP,PT_LF,_T,Y,_Z,7.8
2002,G7,A,UNEMP,PT_LF,_T,Y,_Z,6.481950639385693
2011,G7,A,UNEMP,PT_LF,_T,Y,_Z,7.627039746769145
2011,ISR,A,UNEMP,PT_LF,_T,Y,_Z,5.6023763075
2017,HRV,A,UNEMP,PT_LF,_T,Y,_Z,10.941666666666668
2016,HRV,A,UNEMP,PT_LF,_T,Y,_Z,13.274999999999999
2015,HRV,A,UNEMP,PT_LF,_T,Y,_Z,16.091666666666665
2014,HRV,A,UNEMP,PT_LF,_T,Y,_Z,17.200000000000003
2013,HRV,A,UNEMP,PT_LF,_T,Y,_Z,17.425
2012,HRV,A,UNEMP,PT_LF,_T,Y,_Z,15.883333333333333
2011,HRV,A,UNEMP,PT_LF,_T,Y,_Z,13.666666666666666
2010,HRV,A,UNEMP,PT_LF,_T,Y,_Z,11.75
2009,HRV,A,UNEMP,PT_LF,_T,Y,_Z,9.291666666666666
2008,HRV,A,UNEMP,PT_LF,_T,Y,_Z,8.583333333333334
2007,HRV,A,UNEMP,PT_LF,_T,Y,_Z,9.933333333333332
2006,HRV,A,UNEMP,PT_LF,_T,Y,_Z,11.658333333333333
2020,IND,A,IRLT,PA,_Z,_Z,_Z,6.191666666666666
2019,IND,A,IRLT,PA,_Z,_Z,_Z,6.996666666666666
2018,IND,A,IRLT,PA,_Z,_Z,_Z,7.704166666666667
2017,IND,A,IRLT,PA,_Z,_Z,_Z,6.922499999999999
2016,IND,A,IRLT,PA,_Z,_Z,_Z,7.205000000000001
2015,IND,A,IRLT,PA,_Z,_Z,_Z,7.776666666666667
2014,IND,A,IRLT,PA,_Z,_Z,_Z,8.586666666666666
2013,IND,A,IRLT,PA,_Z,_Z,_Z,8.109166666666665
2012,IND,A,IRLT,PA,_Z,_Z,_Z,8.26
2024,IND,A,IRLT,PA,_Z,_Z,_Z,6.976666666666667
2023,IND,A,IRLT,PA,_Z,_Z,_Z,7.218333333333331
2022,IND,A,IRLT,PA,_Z,_Z,_Z,7.191666666666666
2020,IDN,A,IRLT,PA,_Z,_Z,_Z,6.90489558333333
2019,IDN,A,IRLT,PA,_Z,_Z,_Z,7.4653
2018,IDN,A,IRLT,PA,_Z,_Z,_Z,7.4575
2017,IDN,A,IRLT,PA,_Z,_Z,_Z,6.87833333333333
2016,IDN,A,IRLT,PA,_Z,_Z,_Z,7.63833333333333
2015,IDN,A,IRLT,PA,_Z,_Z,_Z,8.22166666666666
2014,IDN,A,IRLT,PA,_Z,_Z,_Z,8.13166666666667
2013,IDN,A,IRLT,PA,_Z,_Z,_Z,6.9875
2012,IDN,A,IRLT,PA,_Z,_Z,_Z,5.79583333333333
2024,IDN,A,IRLT,PA,_Z,_Z,_Z,6.793333333333333
2023,IDN,A,IRLT,PA,_Z,_Z,_Z,6.599999999999999
2022,IDN,A,IRLT,PA,_Z,_Z,_Z,6.9726535
2008,RUS,A,IRLT,PA,_Z,_Z,_Z,7.52333333333333
2007,RUS,A,IRLT,PA,_Z,_Z,_Z,6.7175
2006,RUS,A,IRLT,PA,_Z,_Z,_Z,6.97666666666667
2005,RUS,A,IRLT,PA,_Z,_Z,_Z,8.1075
2004,RUS,A,IRLT,PA,_Z,_Z,_Z,8.28916666666667
2003,RUS,A,IRLT,PA,_Z,_Z,_Z,9.115
2002,RUS,A,IRLT,PA,_Z,_Z,_Z,15.8241666666667
2001,RUS,A,IRLT,PA,_Z,_Z,_Z,19.3833333333333
2000,RUS,A,IRLT,PA,_Z,_Z,_Z,35.1633333333333
2017,RUS,A,IRLT,PA,_Z,_Z,_Z,8.9925
2016,RUS,A,IRLT,PA,_Z,_Z,_Z,10.4383333333333
2015,RUS,A,IRLT,PA,_Z,_Z,_Z,10.8866666666667
2014,RUS,A,IRLT,PA,_Z,_Z,_Z,8.46416666666666
2013,RUS,A,IRLT,PA,_Z,_Z,_Z,7.33083333333334
2012,RUS,A,IRLT,PA,_Z,_Z,_Z,8.15416666666666
2011,RUS,A,IRLT,PA,_Z,_Z,_Z,8.06083333333333
2010,RUS,A,IRLT,PA,_Z,_Z,_Z,7.83166666666667
2023,ZAF,A,IRLT,PA,_Z,_Z,_Z,11.623916691424043
2022,ZAF,A,IRLT,PA,_Z,_Z,_Z,10.736487212349054
2021,ZAF,A,IRLT,PA,_Z,_Z,_Z,9.78973226627174
2005,ZAF,A,IRLT,PA,_Z,_Z,_Z,8.067033910533912
2004,ZAF,A,IRLT,PA,_Z,_Z,_Z,9.51529322991823
2003,ZAF,A,IRLT,PA,_Z,_Z,_Z,9.61731799029854
2002,ZAF,A,IRLT,PA,_Z,_Z,_Z,11.508879253469638
2001,ZAF,A,IRLT,PA,_Z,_Z,_Z,11.4066666666667
2000,ZAF,A,IRLT,PA,_Z,_Z,_Z,13.7866666666667
2020,ZAF,A,IRLT,PA,_Z,_Z,_Z,10.073242320392549
2019,ZAF,A,IRLT,PA,_Z,_Z,_Z,9.07257479651038
2018,ZAF,A,IRLT,PA,_Z,_Z,_Z,9.12757642872002
2017,ZAF,A,IRLT,PA,_Z,_Z,_Z,9.054001690389075
2016,ZAF,A,IRLT,PA,_Z,_Z,_Z,9.016840595807702
2015,ZAF,A,IRLT,PA,_Z,_Z,_Z,8.159151388022096
2014,ZAF,A,IRLT,PA,_Z,_Z,_Z,8.243853396666898
2013,ZAF,A,IRLT,PA,_Z,_Z,_Z,7.719594125300076
2012,ZAF,A,IRLT,PA,_Z,_Z,_Z,7.90279884026051
2011,ZAF,A,IRLT,PA,_Z,_Z,_Z,8.514085009873169
2010,ZAF,A,IRLT,PA,_Z,_Z,_Z,8.615416258449153
2009,ZAF,A,IRLT,PA,_Z,_Z,_Z,8.691193971286362
2008,ZAF,A,IRLT,PA,_Z,_Z,_Z,9.091066614576626
2007,ZAF,A,IRLT,PA,_Z,_Z,_Z,7.987630577175973
2006,ZAF,A,IRLT,PA,_Z,_Z,_Z,7.934869262617326
2001,AUS,A,IRLT,PA,_Z,_Z,_Z,5.61526432833333
2001,AUT,A,IRLT,PA,_Z,_Z,_Z,5.08016666666667
2001,BEL,A,IRLT,PA,_Z,_Z,_Z,5.13083333333333
2001,CAN,A,UNEMP,PT_LF,_T,Y,_Z,7.21666666666667
2006,CHL,A,IRLT,PA,_Z,_Z,_Z,6.16
2011,COL,A,UNEMP,PT_LF,_T,Y,_Z,10.9916666666667
2022,CRI,A,IRLT,PA,_Z,_Z,_Z,8.018333333333333
2002,CZE,A,UNEMP,PT_LF,_T,Y,_Z,7.29166666666667
2001,DNK,A,IRLT,PA,_Z,_Z,_Z,5.07916666666667
2022,EST,A,UNEMP,PT_LF,_T,Y,_Z,5.575
2001,FIN,A,IRLT,PA,_Z,_Z,_Z,5.04333333333333
2001,FRA,A,IRLT,PA,_Z,_Z,_Z,4.939166666666666
2001,DEU,A,IRLT,PA,_Z,_Z,_Z,4.7965932489180405
